semantic_id,native_symbol,go_equivalent,rust_api_plan,phase,disposition,prerequisites,adaptation,baseline_evidence,rust_test_id,status
native:C:global:rados_write_op_set_alloc_hint2:6b92c1a0390d,rados_write_op_set_alloc_hint2,rados specialized object methods,Rust equivalent of rados specialized object methods; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Not exposed by the certified P10 Go contract; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 API inventory review; no runtime conformance claim,R11:native:C:global:rados_write_op_set_alloc_hint2:6b92c1a0390d,planned-not-implemented
native:C:global:rados_write_op_set_flags:978d6e69663b,rados_write_op_set_flags,rados.WriteOp.SetFlags,Rust equivalent of rados.WriteOp.SetFlags; exact signature frozen in R02/owning phase,R09,port-behavior,replicated pools on certified Ceph 20.2.4,"Exposes the qualified FAILOK sub-operation flag; preserves typed create flags; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P08 unit and live compound FAILOK tests,R09:native:C:global:rados_write_op_set_flags:978d6e69663b,implemented-r09
native:C:global:rados_write_op_setxattr:55e0497e2ec6,rados_write_op_setxattr,rados metadata methods / operation builders,Rust equivalent of rados metadata methods / operation builders; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_setxattr:55e0497e2ec6,implemented-r09
native:C:global:rados_write_op_truncate:a4f830462f41,rados_write_op_truncate,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_truncate:a4f830462f41,implemented-r09
native:C:global:rados_write_op_write:9e00aa3d7f02,rados_write_op_write,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_write:9e00aa3d7f02,implemented-r09
native:C:global:rados_write_op_write_full:045a44a0f29f,rados_write_op_write_full,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_write_full:045a44a0f29f,implemented-r09
native:C:global:rados_write_op_writesame:8332db4e3171,rados_write_op_writesame,rados specialized object methods,Rust equivalent of rados specialized object methods; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live specialized object interoperability tests,R11:native:C:global:rados_write_op_writesame:8332db4e3171,implemented-r11
native:C:global:rados_write_op_zero:e381a7f38d56,rados_write_op_zero,rados.ReadOp / rados.WriteOp,Rust equivalent of rados.ReadOp / rados.WriteOp; exact signature frozen in R02/owning phase,R09,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P08 unit and live metadata, compound, enumeration, and map-change tests",R09:native:C:global:rados_write_op_zero:e381a7f38d56,implemented-r09
native:C:global:rados_writesame:08b22d40d958,rados_writesame,rados specialized object methods,Rust equivalent of rados specialized object methods; exact signature frozen in R02/owning phase,R11,port-behavior,completion of prior phases; see SPEC.md,"Context-aware Go values preserve native semantics with Go-owned inputs and results; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; P10 unit and live specialized object interoperability tests,R11:native:C:global:rados_writesame:08b22d40d958,implemented-r11
native:C++:AioCompletion:AioCompletion::AioCompletion:ebcb95d43a0e,AioCompletion::AioCompletion,"context.Context, operation results, and rados.Client.Flush","Rust equivalent of context.Context, operation results, and rados.Client.Flush; exact signature frozen in R02/owning phase",R08,port-behavior,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P07 context, completion, result, and flush tests",R08:native:C++:AioCompletion:AioCompletion::AioCompletion:ebcb95d43a0e,implemented-r08
native:C++:AioCompletion:AioCompletion::cancel:a5b0c96f9ed0,AioCompletion::cancel,"context.Context, operation results, and rados.Client.Flush","Rust equivalent of context.Context, operation results, and rados.Client.Flush; exact signature frozen in R02/owning phase",R08,port-behavior,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P07 context, completion, result, and flush tests",R08:native:C++:AioCompletion:AioCompletion::cancel:a5b0c96f9ed0,implemented-r08
native:C++:AioCompletion:AioCompletion::get_return_value:0157fc41e734,AioCompletion::get_return_value,"context.Context, operation results, and rados.Client.Flush","Rust equivalent of context.Context, operation results, and rados.Client.Flush; exact signature frozen in R02/owning phase",R08,port-behavior,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P07 context, completion, result, and flush tests",R08:native:C++:AioCompletion:AioCompletion::get_return_value:0157fc41e734,implemented-r08
native:C++:AioCompletion:AioCompletion::get_version:54e1c4d2120f,AioCompletion::get_version,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C++:AioCompletion:AioCompletion::get_version:54e1c4d2120f,intentional-omission-r12
native:C++:AioCompletion:AioCompletion::get_version64:5c258220b13c,AioCompletion::get_version64,"context.Context, operation results, and rados.Client.Flush","Rust equivalent of context.Context, operation results, and rados.Client.Flush; exact signature frozen in R02/owning phase",R08,port-behavior,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P07 context, completion, result, and flush tests",R08:native:C++:AioCompletion:AioCompletion::get_version64:5c258220b13c,implemented-r08
native:C++:AioCompletion:AioCompletion::is_complete:e6e4f322b627,AioCompletion::is_complete,"context.Context, operation results, and rados.Client.Flush","Rust equivalent of context.Context, operation results, and rados.Client.Flush; exact signature frozen in R02/owning phase",R08,port-behavior,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P07 context, completion, result, and flush tests",R08:native:C++:AioCompletion:AioCompletion::is_complete:e6e4f322b627,implemented-r08
native:C++:AioCompletion:AioCompletion::is_complete_and_cb:192503ae0ff5,AioCompletion::is_complete_and_cb,"context.Context, operation results, and rados.Client.Flush","Rust equivalent of context.Context, operation results, and rados.Client.Flush; exact signature frozen in R02/owning phase",R08,port-behavior,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P07 context, completion, result, and flush tests",R08:native:C++:AioCompletion:AioCompletion::is_complete_and_cb:192503ae0ff5,implemented-r08
native:C++:AioCompletion:AioCompletion::is_safe:f13d0bfe3947,AioCompletion::is_safe,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C++:AioCompletion:AioCompletion::is_safe:f13d0bfe3947,intentional-omission-r12
native:C++:AioCompletion:AioCompletion::is_safe_and_cb:940294c257c1,AioCompletion::is_safe_and_cb,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C++:AioCompletion:AioCompletion::is_safe_and_cb:940294c257c1,intentional-omission-r12
native:C++:AioCompletion:AioCompletion::release:c6f3a579011b,AioCompletion::release,"context.Context, operation results, and rados.Client.Flush","Rust equivalent of context.Context, operation results, and rados.Client.Flush; exact signature frozen in R02/owning phase",R08,port-behavior,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P07 context, completion, result, and flush tests",R08:native:C++:AioCompletion:AioCompletion::release:c6f3a579011b,implemented-r08
native:C++:AioCompletion:AioCompletion::set_complete_callback:27727aeb9b15,AioCompletion::set_complete_callback,"context.Context, operation results, and rados.Client.Flush","Rust equivalent of context.Context, operation results, and rados.Client.Flush; exact signature frozen in R02/owning phase",R08,port-behavior,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state; async Rust ownership and typed results, not C ABI","reference/go/docs/p00/api-inventory.csv; P07 context, completion, result, and flush tests",R08:native:C++:AioCompletion:AioCompletion::set_complete_callback:27727aeb9b15,implemented-r08
native:C++:AioCompletion:AioCompletion::set_safe_callback:33131546748a,AioCompletion::set_safe_callback,none,Rust equivalent of none; exact signature frozen in R02/owning phase,R12,port-behavior,completion of prior phases; see SPEC.md,"No deprecated compatibility alias in the initial Go API; async Rust ownership and typed results, not C ABI",reference/go/docs/p00/api-inventory.csv; inventory review; no runtime conformance claim,R12:native:C++:AioCompletion:AioCompletion::set_safe_callback:33131546748a,intentional-omission-r12
