language,owner,source_symbol,source_signature,go_equivalent,disposition,phase,prerequisites,semantic_difference,conformance_test
C,global,rados_write_op_omap_cmp2,"CEPH_RADOS_API void rados_write_op_omap_cmp2(rados_write_op_t write_op, const char *key, uint8_t comparison_operator, const char *val, size_t key_len, size_t val_len, int *prval);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C,global,rados_write_op_omap_rm_keys,"CEPH_RADOS_API void rados_write_op_omap_rm_keys(rados_write_op_t write_op, char const* const* keys, size_t keys_len);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C,global,rados_write_op_omap_rm_keys2,"CEPH_RADOS_API void rados_write_op_omap_rm_keys2(rados_write_op_t write_op, char const* const* keys, const size_t* key_lens, size_t keys_len);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C,global,rados_write_op_omap_rm_range2,"CEPH_RADOS_API void rados_write_op_omap_rm_range2(rados_write_op_t write_op, const char *key_begin, size_t key_begin_len, const char *key_end, size_t key_end_len);",rados.WriteOp.RemoveOMAPRange,implemented,P08,replicated pools on certified Ceph 20.2.4,Binary-safe half-open key range in a server-owned compound,P08 codec and live metadata tests
C,global,rados_write_op_omap_set,"CEPH_RADOS_API void rados_write_op_omap_set(rados_write_op_t write_op, char const* const* keys, char const* const* vals, const size_t *lens, size_t num);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C,global,rados_write_op_omap_set2,"CEPH_RADOS_API void rados_write_op_omap_set2(rados_write_op_t write_op, char const* const* keys, char const* const* vals, const size_t *key_lens, const size_t *val_lens, size_t num);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C,global,rados_write_op_operate,"CEPH_RADOS_API int rados_write_op_operate(rados_write_op_t write_op, rados_ioctx_t io, const char *oid, time_t *mtime, int flags);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C,global,rados_write_op_operate2,"CEPH_RADOS_API int rados_write_op_operate2(rados_write_op_t write_op, rados_ioctx_t io, const char *oid, struct timespec *mtime, int flags);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C,global,rados_write_op_remove,CEPH_RADOS_API void rados_write_op_remove(rados_write_op_t write_op);,rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C,global,rados_write_op_rmxattr,"CEPH_RADOS_API void rados_write_op_rmxattr(rados_write_op_t write_op, const char *name);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C,global,rados_write_op_set_alloc_hint,"CEPH_RADOS_API void rados_write_op_set_alloc_hint(rados_write_op_t write_op, uint64_t expected_object_size, uint64_t expected_write_size);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C,global,rados_write_op_set_alloc_hint2,"CEPH_RADOS_API void rados_write_op_set_alloc_hint2(rados_write_op_t write_op, uint64_t expected_object_size, uint64_t expected_write_size, uint32_t flags);",rados specialized object methods,intentional-omission: non-frozen P10 variant,P10,completion of prior phases; see SPEC.md,Not exposed by the certified P10 Go contract,P10 API inventory review; no runtime conformance claim
C,global,rados_write_op_set_flags,"CEPH_RADOS_API void rados_write_op_set_flags(rados_write_op_t write_op, int flags);",rados.WriteOp.SetFlags,implemented,P08,replicated pools on certified Ceph 20.2.4,Exposes the qualified FAILOK sub-operation flag; preserves typed create flags,P08 unit and live compound FAILOK tests
C,global,rados_write_op_setxattr,"CEPH_RADOS_API void rados_write_op_setxattr(rados_write_op_t write_op, const char *name, const char *value, size_t value_len);",rados metadata methods / operation builders,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C,global,rados_write_op_truncate,"CEPH_RADOS_API void rados_write_op_truncate(rados_write_op_t write_op, uint64_t offset);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C,global,rados_write_op_write,"CEPH_RADOS_API void rados_write_op_write(rados_write_op_t write_op, const char *buffer, size_t len, uint64_t offset);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C,global,rados_write_op_write_full,"CEPH_RADOS_API void rados_write_op_write_full(rados_write_op_t write_op, const char *buffer, size_t len);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C,global,rados_write_op_writesame,"CEPH_RADOS_API void rados_write_op_writesame(rados_write_op_t write_op, const char *buffer, size_t data_len, size_t write_len, uint64_t offset);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C,global,rados_write_op_zero,"CEPH_RADOS_API void rados_write_op_zero(rados_write_op_t write_op, uint64_t offset, uint64_t len);",rados.ReadOp / rados.WriteOp,implemented,P08,completion of prior phases; see SPEC.md,"Context-aware Go values, pages, and builders preserve the operation semantics","P08 unit and live metadata, compound, enumeration, and map-change tests"
C,global,rados_writesame,"CEPH_RADOS_API int rados_writesame(rados_ioctx_t io, const char *oid, const char *buf, size_t data_len, size_t write_len, uint64_t off);",rados specialized object methods,implemented,P10,completion of prior phases; see SPEC.md,Context-aware Go values preserve native semantics with Go-owned inputs and results,P10 unit and live specialized object interoperability tests
C++,AioCompletion,AioCompletion::AioCompletion,AioCompletion(AioCompletionImpl *pc_) : pc(pc_) {},"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,AioCompletion,AioCompletion::cancel,int cancel();,"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,AioCompletion,AioCompletion::get_return_value,int get_return_value();,"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,AioCompletion,AioCompletion::get_version,int get_version() __attribute__ ((deprecated));,none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,AioCompletion,AioCompletion::get_version64,uint64_t get_version64();,"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,AioCompletion,AioCompletion::is_complete,bool is_complete();,"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,AioCompletion,AioCompletion::is_complete_and_cb,bool is_complete_and_cb();,"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,AioCompletion,AioCompletion::is_safe,bool is_safe() __attribute__ ((deprecated));,none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,AioCompletion,AioCompletion::is_safe_and_cb,bool is_safe_and_cb() __attribute__ ((deprecated));,none,intentional-omission: deprecated or legacy API without distinct v1 behavior,P13,completion of prior phases; see SPEC.md,No deprecated compatibility alias in the initial Go API,inventory review; no runtime conformance claim
C++,AioCompletion,AioCompletion::release,void release();,"context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
C++,AioCompletion,AioCompletion::set_complete_callback,"int set_complete_callback(void *cb_arg, callback_t cb);","context.Context, operation results, and rados.Client.Flush",go-native,P07,completion of prior phases; see SPEC.md,"Go context, direct results, and flush semantics replace native completions, callbacks, and last-version state","P07 context, completion, result, and flush tests"
